text_a	label
headache, nausea, vomiting, feeling weakif. It is recommended to take roxithromycin and VC tablets orally for treatment and eat more protein foods such as meat and eggs. Greasy food, such as fried and fried food should be eaten less, but carbohydrate food should be the main food, you can drink some porridge, and you also need to eat more vegetables and fruits	0
how to get bigger boobs how to get bigger boobsFor breast enhancement, it is recommended to adhere to the health care of the breasts, regularly massage your breasts clockwise with the nipple as the center, and massage for no less than 15 minutes at a time. When massaging, the two breasts should be alternated to promote blood circulation. Eat more honey, papaya, homemade soy milk and royal jelly, as well as collagen, milk, red dates, peanuts, etc. are all good foods for breast enhancement. You can also eat kudzu root powder to supplement estrogen.	0
The menstruation is coming soon, and my aunt will have chest pains before she comes, and it feels like it will come in a few days. My husband accidentally ejaculated in the same room in the morning, and then I immediately went to the toilet to pee, and a ball of milky white stuff came out. I also cleaned the bottom, now I am afraid that I will get pregnant, what should the doctor do now, and there is blood after wiping off the toilet just now, do I still need to take birth control pills?You were in the safe period when you had intercourse, and the possibility of pregnancy is not high. If you are really worried, you can take other measures. However, contraceptives have an impact on the body, it is better to eat less	1
I would like to ask pregnant women to do three-dimensional color Doppler ultrasound is usually done in a few months of pregnancy? What does a 3D color Doppler ultrasound check for? Is it accurate?18-22 weeks is the best time to do this examination, and it can detect obvious abnormalities such as the brain, bones, heart, cleft lip, and spina bifida of the fetus. As long as you go to a regular national hospital, the examination is accurate	1
Had a miscarriage? Had a miscarriage once. If I get pregnant again, do I need to do miscarriage in advance?In your case, it is a case of miscarriage. In your case, it is better to protect the fetus after pregnancy to prevent another miscarriage.	0
Had a miscarriage? Had a miscarriage once. If I get pregnant again, do I need to do miscarriage in advance?As long as there is no abnormal situation, there is no need to take medicine and nursing care. If there is a threatened miscarriage during pregnancy that does not require early miscarriage, miscarriage treatment will be applied. Regular pregnancy check-ups	0
Had a miscarriage? Had a miscarriage once. If I get pregnant again, do I need to do miscarriage in advance?If you get pregnant again after miscarriage, you must pay attention to miscarriage, and avoid physical activities, sports, sex, travel, travel, etc. during the period. You should rest as much as possible, but you don't have to lie in bed every day. You can still work properly, but you should pay attention to lighten your physical strength and don't get tired. If there is sudden vaginal bleeding, dull pain in the lower abdomen, falling pain, and lumbosacral pain, you should be alert to threatened miscarriage or miscarriage in progress. If it is a threatened miscarriage, as long as you hurry up and go to the hospital to see a doctor and have a miscarriage, there is still a high possibility of continuing the pregnancy. generally can keep	0
Had a miscarriage? Had a miscarriage once. If I get pregnant again, do I need to do miscarriage in advance?This is not necessarily true. It depends on the cause of the first miscarriage. If it is caused by an accident, it will generally not cause habitual miscarriage. Pregnant women are very prone to miscarriage during early pregnancy. Special attention must be paid to avoid carrying heavy objects or strenuous exercise. The frequency is reduced as much as possible. Do not overwork, rest more, get enough sleep, and control sex life	1
I have flu symptoms recently. I feel that there are too many types of flu. I don’t know what kind of cold I have. If it is a transient flu-like symptom, what medicine should I take? What medicine do you take for transient flu-like symptoms?The incubation period is generally 1 to 3 days. The common cold can heal itself in 7-10 days without taking medicine. For mild cases, pay attention to rest and keep warm. Drink plenty of water. If the symptoms are obvious, you can take appropriate medicine to relieve the symptoms. If pneumonia, fever, etc. appear Symptoms must go to the hospital for treatment	0
I had a spondylolisthesis on October 2nd. At the beginning, my waist pain was even more painful when I woke up. After massage, acupuncture and cupping, my waist was relieved, but my buttocks and outer thighs and calves were painful. Today, a CT scan found lumbar bone hyperplasia, intervertebral canal stenosis, and light lumbar spine Degree of posterior slippage, bone lesion on the right side of the 3rd lumbar vertebrae, the possibility of vertebral hemangioma is considered high. Moxibustion, acupuncture, cupping, massage, how to use traditional Chinese medicine for external treatmentHemangioma can be divided into two types in essence: one is a vascular malformation (hamartoma) caused by abnormal vascular development during embryonic development, excessive vascular development or abnormal differentiation, and the other is a true tumor caused by abnormal proliferation of vascular endothelial cells. Hemangioma is a benign tumor, which generally does not cause much harm to the human body. But the main impact: 1. If it is on the face, it will affect people's appearance. 2. If it is in the main organs of the human body, it will affect the development and function of surrounding organs. 3. Prevent ulceration and bleeding in important parts, and avoid causing massive bleeding. Therefore, it is suggested that hemangioma should be treated as soon as possible. Although it is benign and will not cause great harm when it is discovered, it will increase and expand with age over time, affecting human health.	1
I had a spondylolisthesis on October 2nd. At the beginning, my waist pain was even more painful when I woke up. After massage, acupuncture and cupping, my waist was relieved, but my buttocks and outer thighs and calves were painful. Today, a CT scan found lumbar bone hyperplasia, intervertebral canal stenosis, and light lumbar spine Degree of posterior slippage, bone lesion on the right side of the 3rd lumbar vertebrae, the possibility of vertebral hemangioma is considered high. Moxibustion, acupuncture, cupping, massage, how to use traditional Chinese medicine for external treatmentIf it is a benign tumor, the symptoms are generally mild and no surgical treatment is required. If the symptoms are obvious, surgical treatment should be performed in time. There is no good way for drug treatment l/	1
My legs below the knees are cold and painful when the wind blows. How can I treat them?It is considered that the blood vessels of the lower extremities are narrowed and blocked, which may lead to blood circulation disorders in the lower extremities. Blood circulation disorder can be manifested as a decrease in skin temperature, which will be aggravated by cold wind. For treatment, drugs for promoting blood circulation and removing blood stasis can be chosen orally, such as Maixuekang capsules. At the same time, keep warm. The B-ultrasound of the blood vessels of the lower extremities can be checked to clarify the intravascular situation, and surgical treatment can be performed if necessary.	1
What should I do if my body has edema for three years?Edema is often a signal of heart disease, liver disease, kidney disease, endocrine and other diseases, but some edema is not a manifestation of disease, but a physiological reaction. There is no need to worry about the above swelling. Avoid sitting and standing for long periods of time, move your lower limbs frequently, and pay attention to lifting your lower limbs frequently. 4. Ensure good sleep and regular daily life. This is a sign of old age and weak kidney yang.	0
What should I do if my body has edema for three years?Edema is often a signal of heart disease, liver disease, kidney disease, endocrine and other diseases, but some edema is not a manifestation of disease, but a physiological reaction.	0
I have just been pregnant for one month and can check for vaginitis and mycoplasma infection. What should I do? Doctor, I am just pregnant now. The symptoms were obvious before, and the genital itching leucorrhea was mostly like tofu residue. I treated it for a few days without knowing that I was pregnant, and now the symptoms are relieved. Can I treat it during pregnancy?Any infection of the vagina during pregnancy may be transmitted to the fetus, especially after vaginal delivery, the chance of transmission to the fetus is greater and should be treated urgently and actively. If treatment is ineffective, care should be taken in choosing the mode of delivery. Please consult your doctor for specific treatment methods. Suffering from vaginitis after pregnancy, if it is mild vaginitis, it will have little effect on the fetus	0
I have 2 degrees of cervical erosion. I want to do lipotomy. Is lipotomy minimally invasive? Do it as you go. Does lipotomy need to be done in separate courses? How many times?Cervical erosion is divided into three grades of mild, moderate and severe. For patients with severe cervical erosion, there will be abnormal leucorrhea, purulent or even bloody leucorrhea, a feeling of swelling in the waist and abdomen, and some patients will experience pain or even pain in sexual life. It's bleeding. In general, for the treatment of severe cervical erosion, Pap smear is firstly performed to rule out precancerous lesions, followed by the cultivation of pathogens in vaginal secretions, and sensitive drugs are selected, which can be combined with physical therapy at the same time. Once the diagnosis is confirmed, you need to go to a regular hospital, take corresponding measures under the guidance of a doctor, prohibit sexual life during the treatment period, eat less spicy and irritating food, pay attention to local hygiene, and strengthen the healing effect. Generally, drug treatment is suitable for erosion Patients with smaller area and shallower inflammatory infiltration	1
I have 2 degrees of cervical erosion. I want to do lipotomy. Is lipotomy minimally invasive? Do it as you go. Does lipotomy need to be done in separate courses? How many times?Cervical erosion is a common gynecological disease that can cause infertility or miscarriage. In addition, the incidence of cervical cancer in women with cervical erosion is 10 times higher than that of women without cervical erosion. Mild patients can take drug treatment, such as Xiaomi suppository, Zhimiling suppository, etc. can be used. Patients with moderate to severe cervical erosion must require physical therapy or surgery. Lip knife can be cured once, and the postoperative will not affect fertility, leaving no scars, and the cervix after treatment will be as smooth as before, and will not affect fertility. Sexual life is prohibited during treatment, so as not to cause complications and infection. Don't worry too much. wish you health. /	1
I have 2 degrees of cervical erosion. I want to do lipotomy. Is lipotomy minimally invasive? Do it as you go. Does lipotomy need to be done in separate courses? How many times?Patients with moderate and severe cervical erosion should follow the doctor's advice and choose better treatment methods such as laser, red light, microwave, LEEP, etc., so as to eradicate the disease as soon as possible. As long as the treatment is scientific, it can be cured completely. Red light therapy has no effect on fertility. Hopefully my answer is of help to you	1
I have 2 degrees of cervical erosion. I want to do lipotomy. Is lipotomy minimally invasive? Do it as you go. Does lipotomy need to be done in separate courses? How many times?Second-degree cervical erosion will have increased leucorrhea, sticky or purulent mucus, and sometimes accompanied by a foul smell. Sometimes there will be leucorrhea bleeding or sexual life bleeding. Second-degree cervical erosion brings inconvenience to life to a certain extent and affects health. If it is not treated in time, it may lead to third-degree cervical erosion, and even more serious may be cancerous. When some patients suffer from second-degree cervical erosion, they are unwilling to accept surgical treatment and blindly use drugs for treatment, which finally delays the best time for disease treatment and causes other diseases to occur.	1
Contact bleeding after phototherapy. In January of this year, I underwent phototherapy for cervical erosion. There was still a small piece of erosion. Recently, there was contact bleeding again. I checked a leucorrhea and said it was vaginitis. What to do, does the small piece of cervical erosion need to be operated on?Bacterial vaginosis and cervical erosion generally do not require surgical treatment. They can be treated with topical drugs. Metronidazole vaginal effervescent tablets can be used for local treatment, and Jieeryin can be used as adjuvant treatment after diluting and external washing. During treatment, sexual intercourse should be avoided. Life.	1
I have been allergic for a long time, and I took allergy medicine for itchy face, and I have no genetic medical history. Is calcium gluconate injection okay?May be caused by allergies. Antihistamines, allergic reaction mediator blockers, calcium, etc. can be used for treatment. It is recommended that you keep hydrated to avoid allergies caused by dry skin. Choose sensitive series of skin care products and special sensitive essence to increase the fibrous tissue of the skin and improve the weak skin. Choose cosmetics that do not contain harsh fragrances, alcohol, and other irritants. I usually make some nutritional XB masks, such as cucumber juice masks, loofah juice masks, egg white honey masks, etc., to gradually improve the skin condition and obtain skin fitness.	1
I want to ask, it has been three years since I gave birth to a child, now? I would like to ask, it has been three years since I had a baby, and now I have small muscle retention, can I use your products? How long will it take. It is recommended to have a re-examination every three months, and it has already been re-examined, saying that the small muscles have not grown. Now I feel that my chest is too flat and I want to regain my confidence. Thanks. Not sure if you can use your product? ?In this case, it should be enough to supplement nutrition and exercise more. Especially chest expansion exercises. In addition, pay attention to a balanced diet and not a partial eclipse. Diet should be as broad and varied as possible. Eat high-protein high-quality protein foods and eat more fruits and vegetables. Eat more breast-enhancing foods, such as wing tips, soybeans, sesame, milk, papaya, etc., to increase collagen. Then do some good chest exercise every day. Individual differences are large.	0
Babies who are more than 20 days old mostly eat milk powder, and their eyes keep shedding tears, which are yellow, and if they are not wiped, they will turn into yellow eye mucus? I woke up with a lot of eye mucus, what should I do? what to do? ahIn some cases, consider that the baby may be blocked by the nasolacrimal duct, or caused by getting angry. It is recommended that you take your baby to the hospital for examination and symptomatic treatment after diagnosis. Make sure to give your baby plenty of water	0
Babies who are more than 20 days old mostly eat milk powder, and their eyes keep shedding tears, which are yellow, and if they are not wiped, they will turn into yellow eye mucus? I woke up with a lot of eye mucus, what should I do? what to do? ahAnd children's symptoms, this situation is generally the performance of conjunctivitis in children. I personally suggest that you can drop Tobramycin eye drops or Tobramycin eye drops.	1
Babies who are more than 20 days old mostly eat milk powder, and their eyes keep shedding tears, which are yellow, and if they are not wiped, they will turn into yellow eye mucus? I woke up with a lot of eye mucus, what should I do? what to do? ahFirst of all, babies who are fed milk powder are indeed prone to getting angry. It is recommended to cooperate with Qinghuobao or milk partner to relieve symptoms. If the child does not relieve the phenomenon, be alert to the occurrence of nasolacrimal duct blockage. It is recommended to go to the pediatric department of a regular hospital for medical treatment. The doctor can confirm the diagnosis through physical examination. Nasolacrimal duct massage can relieve symptoms.	0
Babies who are more than 20 days old mostly eat milk powder, and their eyes keep shedding tears, which are yellow, and if they are not wiped, they will turn into yellow eye mucus? I woke up with a lot of eye mucus, what should I do? what to do? ahIn the case of the child, the possibility of dacryocystitis or blockage of the lacrimal duct is relatively high. The main manifestations are teary eyes, more purulent secretions, and secretions may flow out when the corners of the eyes are squeezed. Many of them are congenital diseases. It is recommended to use tobramycin eye drops for treatment and massage to squeeze out the secretions in the corners of the eyes, and then use eye drops for treatment. If the symptoms still do not improve, it is recommended to go to the hospital for treatment.	1
Swelling and peeling of palms and soles without itching or painI suggest that you should first pay attention to rest, pay attention to local hygiene, and do not enter the water for a while. It is recommended to take terfenadine tablets, vitamin C and calcium tablets for treatment, and apply Wuji ointment to the local area.	0
What should I do if my penis is short? What can I eat to make up for it?A person's penis and stature height. Fat and thin. There are also many differences in the size of the facial features. Different lengths. Thick and thin. Generally, the penis length of an adult male is 5-6 cm when it is soft. It is twice as long when erect as when it is flaccid. If the length of the penis is less than 4 cm when it is flaccid. Less than 8 cm in length when erect. Then it is called short penis. A small penis does require surgery and can be treated surgically. But this operation is complicated to do. And there are many complications of surgery. in real life. So-called short penis is very rare. You can check it out sometime. The measurement method should be formal. Not being able to look small by itself means that it is small. As long as it is within the normal range. Just have normal functions. If you have a small penis, consider	0
What should I do if my penis is short? What can I eat to make up for it?The best way to treat premature ejaculation is six-combination therapy, combining traditional Chinese medicine and western medicine, flexible syndrome differentiation, scientific and orderly, and remarkable curative effect. It has become the best therapy for male sexual dysfunction at present. Premature ejaculation generally has these few, 1 primary premature ejaculation, never have a good sense of control over ejaculation, and other aspects of the body are very healthy. 2 Secondary premature ejaculation, once had good ejaculation control ability, then most of them are caused by organic factors. It is recommended to go to a professional male hospital for treatment and symptomatic treatment	0
Why did my vaginal opening turn into meatballs after giving birth?It is considered to be related to genital warts, which are benign hyperplasia of skin and mucous membranes caused by infection of genital warts virus. It has a large number of small blood vessels and proliferates rapidly. The method of freezing can make the inside of the condyloma acuminatum freeze, forming a high degree of local tissue edema, thereby destroying the wart. At present, the treatment of genital warts is mainly based on external treatment, supplemented by internal treatment. There are many methods of external treatment, such as drug treatment, cryotherapy, laser treatment, microwave treatment, electrocautery treatment, surgical treatment and so on.	0
All symptoms: Onset time and cause: Will sitting more time in the 7th month of pregnancy affect the baby? Treatment situationGenerally, the effect is not big, it is recommended to pay attention to moderate exercise	1
All symptoms: Onset time and cause: Will sitting more time in the 7th month of pregnancy affect the baby? Treatment situationAfter analyzing the information you provided, I think this situation is not conducive to the development of the fetus, and you should exercise in moderation during pregnancy	0
When is the best time for the six endocrine examinations (six sex hormones) and how to do it? (emergency) When is the best time for the six endocrine examinations (six sex hormones)? (On the Internet, it is said that the 3rd day of menstruation is also said to be 7 days before menstruation) How is the inspection done? (Blood drawing) How much is the general price? ThanksThe six endocrine examinations should be performed on the second or third day of menstruation. This is the follicular phase, so the results are very accurate. It is recommended that you pay attention to the fasting examination during the examination. The general cost is about 300 yuan. Yes, if you need to check b-ultrasound, you also need to do b-ultrasound after menstruation	0
Hemorrhoids are treated there? Help There is an obvious soy-like hard object in my anus. There is pain under pressure, may I ask the doctor what is the disease? Is this normal?The occurrence of hemorrhoids brings us a lot of pain, and it often makes us unable to sit or lie. Most people are affected by this disease, especially white-collar workers and office workers. Due to sitting and lying for a long time, the body is in contraction or expansion state, which is easy to cause. Most people will choose medicines to deal with hemorrhoids. In addition to choosing suitable medicines for treatment, you should also make adjustments in your life and develop good living habits. According to your situation, it is recommended that you go to the hospital as soon as possible for targeted diagnosis and treatment. At the same time, pay attention to hygiene and avoid eating spicy food. Eat more fruits and vegetables to supplement vitamins, and do not eat spicy food. Anorectal Surgery Hospital.	0
Pregnancy without quitting smoking, will it cause fetal malformation?Generally, if you are pregnant without quitting smoking, it may still cause fetal malformation. It is recommended that if you plan to have a child, you should do a screening of Down's syndrome and check for abnormalities. If you are sure that the fetus is healthy, it will be fine. It is better not to eat spicy food	1
Pregnancy without quitting smoking, will it cause fetal malformation?From the perspective of eugenics, it has a certain impact, but it does not necessarily lead to deformities. Don't worry too much. It is recommended to quit smoking for a period of time before considering pregnancy, but it may not necessarily cause the disease. You can observe the treatment and review the B-ultrasound to check the fetal development.	0
All symptoms: Recently, I found that there is a swelling on the right side of the neck. It will be more obvious when I hold my breath, and there are blood vessels. I don’t know why. The examination said it was a venous sinus. What happened? The time and reason of the onset: I don’t know the treatment: NoFor the venous sinus, it is recommended to perform surgical treatment, and interventional surgery can be performed to occlude the venous sinus	0
Frequent dizziness, sudden loss of vision, cold hands and sweatingIn your case, it is caused by kidney yang deficiency. The symptoms of kidney yang deficiency are backache, cold limbs, and chills. , the medicines include Shenbao, or Jinkuishenqi Wan, pay attention to keep warm and rest during menstruation.	0
Frequent dizziness, sudden loss of vision, cold hands and sweatingDizziness can have many causes. Such as insomnia or the disease of the head itself. Or it may be caused by problems with the cervical spine. The reason needs to be clarified after inspection. 2. Dizziness is a symptom, not an independent disease. There are many factors that cause dizziness, and it needs to be diagnosed before it can be treated. It is recommended that you go to the hospital for an examination and then give symptomatic treatment.	1
Frequent dizziness, sudden loss of vision, cold hands and sweatingDizziness can have many causes. Such as insomnia or the disease of the head itself. Or it may be caused by problems with the cervical spine. The reason needs to be clarified after inspection. 2. Dizziness is a symptom, not an independent disease. There are many factors that cause dizziness, and it needs to be diagnosed before it can be treated. It is recommended that you go to the hospital for an examination and then give symptomatic treatment.	1
At 35 weeks of pregnancy, the b-ultrasound shows that the biparietal diameter is 90mm, the length of the femur is 65mm, and the length of the humerus is 59mm. Can you calculate the weight of the child?The biparietal diameter of the fetus is 9.0 cm, and the weight of the fetus is estimated to be about 2900 grams. The weight is consistent with the gestational age, so you don't have to worry about it. It is recommended that you not be too nervous and anxious, adjust your mentality to look at problems scientifically and rationally, maintain a comfortable mood, work and rest regularly, and wait patiently for observation. During pregnancy, the hospital regularly checks to clarify the embryonic development and maintain a comfortable mood.	1
At 35 weeks of pregnancy, the b-ultrasound shows that the biparietal diameter is 90mm, the length of the femur is 65mm, and the length of the humerus is 59mm. Can you calculate the weight of the child?The biparietal diameter of the fetus is too large, and it is inferred that the fetal weight is about 5 jin, 2 taels to 5 jin and a half. At present, it is recommended that you pay attention to rest, ensure sleep, count fetal movements, and carry out prenatal checkups on time. If there are any abnormal fetal movements, you need to check them in time.	0
Will radioactive iodine treatment for hyperthyroidism cause hypothyroidism, and it will be lifelong? Will radioactive iodine treatment for hyperthyroidism cause hypothyroidism? Do I still have to take medicine for life?Case analysis: There are three methods for the treatment of hyperthyroidism, antithyroid drug treatment, radioactive iodine 131 treatment and surgical treatment. Drug therapy is suitable for pregnant women with hyperthyroidism, children, and patients with mild thyroid enlargement. The treatment generally takes 1 to 2 years. During the treatment, the drug dose needs to be increased or decreased according to the thyroid function. Both radioactive iodine therapy and surgical treatment are destructive treatments. Hyperthyroidism is not easy to relapse, and only one treatment is needed, but it may become hypothyroidism later. Radioactive iodine therapy is not indicated for hyperthyroid patients with thyroid eye disease because the eye disease may worsen after treatment. Surgical treatment is suitable for those with significant goiter or highly suspected thyroid malignancy.	1
Will radioactive iodine treatment for hyperthyroidism cause hypothyroidism, and it will be lifelong? Will radioactive iodine treatment for hyperthyroidism cause hypothyroidism? Do I still have to take medicine for life?Hypothyroidism is the most likely complication of radioactive iodine treatment for hyperthyroidism, and the incidence rate in the later stage may exceed 50%. Overseas countries often choose radioactive iodine treatment, and domestic is still relatively cautious. The cure rate of hyperthyroidism is relatively high, about 95%. Postoperative hypothyroidism is still rare, about 5%. There is also the possibility of hoarseness. If hypothyroidism needs to be supplemented with thyroxine, regular review, In the later period, there is also the possibility of gradually reducing the dose and stopping the drug.	0
Will radioactive iodine treatment for hyperthyroidism cause hypothyroidism, and it will be lifelong? Will radioactive iodine treatment for hyperthyroidism cause hypothyroidism? Do I still have to take medicine for life?Each patient's physique and condition are different, so the treatment is also different. Patients can choose safe, effective, cheap and easy-to-buy drugs according to the patient's condition after an effective diagnosis is confirmed by experts. to get the best results from the treatment. As long as early detection and early treatment, most of them can be cured clinically. It is recommended that you go to a regular professional hospital for an examination in time, so as not to delay the condition and affect your health.	1
Will radioactive iodine treatment for hyperthyroidism cause hypothyroidism, and it will be lifelong? Will radioactive iodine treatment for hyperthyroidism cause hypothyroidism? Do I still have to take medicine for life?Hypothyroidism is the most likely complication of radioactive iodine treatment for hyperthyroidism, and the incidence rate in the later stage may exceed 50%. Foreign countries choose radioactive iodine treatment, but our country is still more cautious. Choosing radioactive iodine therapy may cause hypothyroidism, and hypothyroidism requires long-term thyroxine supplementation.	0
More than a month ago, I had some small red pimples like rice grains on my face. They were red at first, and after a day or two, the surface became transparent and looked like small blisters, but they were still red and itchy. It also starts sporadicly in my hand, and it keeps on going, what's going on?Considering it is facial dermatitis, what allergens may be in contact with may cause facial allergies, manifested as redness, swelling, itching, etc. You can apply Uzoll cream externally, and it will usually heal within a few days. If it is severe, you can take anti-allergic drugs such as cetirizine Slice, don't eat spicy food these days.	0
I am 25 weeks pregnant, and it is found that the upper pole of the fetal left kidney is 1.1*? I am 25 weeks pregnant, and a 1.1*1.1mm cyst was found in the upper pole of the left kidney of the fetus. Will it affect the health of the fetus after birth? Can I have this baby?1.1*1.1mm cyst in the left kidney of the fetus. Generally, the cyst has little effect on the body, and some of it can be absorbed by itself. Usually does not affect the baby. If the baby has no other problems, it is acceptable. If the baby has no other problems and has been rechecked for several weeks, if there is no obvious change, it is OK.	0
A 48-year-old woman suffers from dry skin, insomnia, dreaminess, frequent urination, backache, body fat and forgetfulness. What is the reason?Symptoms such as dry skin may be caused by niacin deficiency, while symptoms such as frequent urination may be caused by urinary tract infection and other diseases.	1
A 48-year-old woman suffers from dry skin, insomnia, dreaminess, frequent urination, backache, body fat and forgetfulness. What is the reason?Nervous dysfunction can be solved by using drugs that regulate nervous dysfunction, or by using the traditional Chinese jujube seed soaked in water instead of tea. For dry skin and dermatitis, it is recommended to go to the dermatology department of the hospital for examination and treatment. In order to protect the skin, vitamin E cream can also be used for skin care and spicy and hard food is contraindicated. If you are suffering from neurasthenia, you can take sedative drugs such as clonazepam tablets orally, but you must use Chinese patent medicines with relatively small side effects under the guidance of a doctor, such as Anshenbunaoye Shenqi Schisandra Capsules, etc. Pay attention to the taboo of combining work and rest The specific examination and treatment of spicy food is determined by the local doctor according to the specific situation of the patient.	0
Excuse me. Headache. Diarrhea, general weakness, could it be bird flu? I just want to askAccording to your statement, you are caused by viral infection or getting angry. The initial diagnosis is a cold, not bird flu. It is recommended that you pay attention to changes in diet and environmental temperature, drink plenty of water, and focus on light food. Coptidis Oral Liquid Oral, Oral Banlangen Prevention	1
Excuse me. Headache. Diarrhea, general weakness, could it be bird flu? I just want to askDon't think about it, it's like this when the season changes, pay more attention to the weather, add some clothes when it's cold, drink more water, take some medicine, seasonal colds are normal, pay more attention to hygiene, and pay more attention to it at ordinary times. Follow doctor's orders for treatment, do not take medicine without authorization	1
Excuse me. Headache. Diarrhea, general weakness, could it be bird flu? I just want to askHeadache. Diarrhea and general weakness are generally the manifestations of acute enteritis, which can be caused by bacteria or viruses. But some epidemic diseases can also appear these symptoms. It is recommended to go to the hospital for clinical observation and treatment. The diagnosis of bird flu needs to be confirmed by laboratory tests.	1
I had a circumcision before and now my glans is inflamed. I wonder if urinary tract stricture will lead to infertility?If the inflammation is not too large, the urinary tract stricture that generally does not affect pregnancy will not affect fertility, as long as the sperm maturation rate is good, there is no problem	1
I am a cin third grade vertebral resection only 24 days is carcinoma in situ? Isn't it very? I am a cin third grade vertebral resection only 24 days is carcinoma in situ? Is it serious? Can it be cured?As long as carcinoma in situ has not metastasized, early treatment is better. Surgery as soon as possible, even if there is no metastasis, the doctor may also require preventive chemotherapy after surgery. Then you can rest easy.	1
The soles of my feet at night. This old cramp to the toes and don't know why? The soles of my feet at night. I have this old cramp in my toes and I don't know why.Consider that it may be related to calcium deficiency, fatigue and potassium deficiency and cold exposure. It is recommended to pay attention to rest. Appropriate calcium supplementation. It is recommended to try oral Galchic d. Eat more lean meat such as bone soup and crucian carp soup. Drinking milk is the safest and most effective way to supplement calcium.	1
The soles of my feet at night. This old cramp to the toes and don't know why? The soles of my feet at night. I have this old cramp in my toes and I don't know why.Analysis, your situation may be cramp caused by poor blood circulation in the feet. It may also be the cramps caused by calcium deficiency. It is recommended that you check a trace element to check the calcium element and find out the cause for targeted treatment.	1
The soles of my feet at night. This old cramp to the toes and don't know why? The soles of my feet at night. I have this old cramp in my toes and I don't know why.It is estimated that it is related to the lack of trace elements, especially minerals, not as good as the lack of calcium and magnesium. It is recommended that in addition to paying attention to your diet structure, you must supplement the necessary nutrients, so that your symptoms will improve and recover.	1
Can bad sperm cause miscarriage?Generally, the common causes of asthenozoospermia are: 1. The seminiferous epithelium of the testis is not fully mature or damaged and thinned, resulting in poor sperm quality and weak motility. 2. Low semen volume. 3. Variations in seminal plasma, such as inflammation in epididymis, seminal vesicles, prostate, etc., acidity, oxygen supply, nutrition, metabolism, etc. are not conducive to sperm activity and survival. The presence of antisperm antibodies can cause sperm to agglutinate and thus lose their ability to move. The causes are different, and the treatment methods are also different. It is recommended that your husband go to a specialized hospital for examination, and according to the results of the examination, treat symptomatically under the guidance of a doctor.	0
Thalassemia severe. , What kind of inspection is needed to distinguish between the intermediate type and the light type to confirm whether it is severe thalassemia or intermediate type, light typeGenerally, those who need to use nutrition and medicine to repair and adjust, need to pay attention to the rationality of diet, adjust their mentality, and do regular inspections	0
Thalassemia severe. , What kind of inspection is needed to distinguish between the intermediate type and the light type to confirm whether it is severe thalassemia or intermediate type, light typeIt may be a symptom of anemia. You can see a doctor for an examination in time. If you can take a rest in time, focus on maintenance. If you can continue to replenish blood, try it.	1
Thalassemia severe. , What kind of inspection is needed to distinguish between the intermediate type and the light type to confirm whether it is severe thalassemia or intermediate type, light typeMild thalassemia does not require special treatment. Intermediate and severe thalassemia should be treated with one or more of the following methods. Pay attention to rest and nutrition, actively prevent infection, and properly supplement folic acid and vitamin E. Oral drug deferoxamine works well	0
Thalassemia severe. , What kind of inspection is needed to distinguish between the intermediate type and the light type to confirm whether it is severe thalassemia or intermediate type, light typeThe child was clinically chronic hemolytic anemia. Anemia and hypoxia stimulate the secretion of erythropoietin to increase, prompting the bone marrow to increase hematopoiesis, thus causing bone changes. Anemia increases intestinal absorption of iron, coupled with repeated blood transfusions during treatment, causes a large amount of iron to be stored in tissues, leading to hemosiderosis. The child was asymptomatic at birth, and began to develop chronic progressive anemia at 3 to 12 months, with pale complexion, hepatosplenomegaly, dysplasia, and often mild jaundice, and the symptoms became more and more obvious with age. Due to the compensatory hyperplasia of the bone marrow, the bones become enlarged and the medullary cavity widens, first occurring in the metacarpal bones, and later in the long bones and ribs. After 1 year old, the cranial bone changes obviously, showing that the skull becomes larger, the forehead is raised, the cheekbones are high, the bridge of the nose collapses, the distance between the eyes widens, and the formation of	1
How to deal with the infection of anal fistula operation The previous question asked, how to solve the infection after anal fistula operation? What if another cyst is formed on the other side? ThanksWhen was your surgery done? How is the recovery now? What is the current situation on the other side? Pain, pus or lumps. It is best to describe clearly. It is recommended that you keep the area dry and clean at ordinary times, and do a bacterial culture if necessary. Avoid spicy food. Keep the stool soft and smooth, eat more fiber-rich foods, if you are constipated, you can take some medicines such as hemp seed pills and lactulose. You can also use some Glauber's salt for a sitz bath.	0
How to deal with the infection of anal fistula operation The previous question asked, how to solve the infection after anal fistula operation? What if another cyst is formed on the other side? ThanksEat a light diet, do not eat spicy raw or cold food, and do not drink alcohol. Avoid prolonged sitting. It is recommended to choose a public tertiary hospital or an anorectal hospital for examination and treatment. Requires secondary surgery	0
The fetus was found to be stillborn at nine months and delivered naturallyEven if you are in a hurry, you should not plan to conceive immediately after natural childbirth. You should rest for at least half a year to one year before planning to conceive. One month after childbirth, if there are no symptoms of inflammation, there is no need for infusion anti-inflammatory treatment. 1. Before pregnancy, exercise should be properly strengthened to improve immunity and enhance physical fitness. 2. Taking folic acid from the first three months of pregnancy to the full three months of pregnancy can prevent fetal neural tube defects.	0
